ProductID,Product Name ,Year ,Fe,Al,Cu,Other_metals,Plastics,PCB,LCD_module_CCFL,LCD_module_LED,CRT_Glass,Li_battery,Others
9,Gaming consoles,1992,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1993,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1994,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1995,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1996,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1997,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1998,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1999,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2000,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2001,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2002,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2003,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2004,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2005,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2006,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2007,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2008,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2009,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2010,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2011,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2012,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2013,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2014,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2015,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2016,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2017,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,2018,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
10,Laptops,1989,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
10,Laptops,1990,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
10,Laptops,1991,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
10,Laptops,1992,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
10,Laptops,1993,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
10,Laptops,1994,0.12,0.15,0.02,0.06,0.28,0.12,0.08,,,0.14,0.02
